time,bikeid,station_id,event
2015-02-01 17:44:00+00,19195,345,dock
2015-02-01 17:44:00+00,16863,504,dock
2015-02-01 17:44:00+00,17575,473,dock
2015-02-01 17:44:00+00,19217,509,dock
2015-02-01 17:44:00+00,16994,153,undock
2015-02-01 17:44:00+00,19718,174,undock
2015-02-01 17:44:00+00,20780,79,undock
2015-02-01 17:44:00+00,19181,336,undock
2015-02-01 17:44:00+00,17631,260,undock
2015-02-01 17:44:00+00,19706,355,undock
2015-02-01 17:44:00+00,20142,236,undock
2015-02-01 17:45:00+00,20572,303,dock
2015-02-01 17:45:00+00,20991,477,dock
2015-02-01 17:45:00+00,19669,147,dock
2015-02-01 17:45:00+00,16983,379,dock
2015-02-01 17:45:00+00,14703,489,dock
2015-02-01 17:45:00+00,18362,433,dock
2015-02-01 17:45:00+00,15425,217,dock
2015-02-01 17:45:00+00,17394,432,dock
2015-02-01 17:45:00+00,18851,383,undock
2015-02-01 17:45:00+00,16380,480,undock
2015-02-01 17:45:00+00,15888,346,undock
2015-02-01 17:45:00+00,21061,282,undock
2015-02-01 17:45:00+00,16606,223,undock
2015-02-01 17:45:00+00,19078,453,undock
2015-02-01 17:45:00+00,16373,410,undock
2015-02-01 17:45:00+00,16808,507,undock
2015-02-01 17:46:00+00,20801,379,dock
2015-02-01 17:46:00+00,16511,250,dock
2015-02-01 17:46:00+00,21352,499,dock
2015-02-01 17:46:00+00,18654,428,dock
2015-02-01 17:46:00+00,20062,466,dock
2015-02-01 17:46:00+00,16754,161,dock
2015-02-01 17:46:00+00,18606,483,dock
2015-02-01 17:46:00+00,19724,2022,dock
2015-02-01 17:46:00+00,20576,483,dock
2015-02-01 17:46:00+00,17034,483,dock
2015-02-01 17:46:00+00,21444,151,dock
2015-02-01 17:46:00+00,19039,503,dock
2015-02-01 17:46:00+00,16232,228,dock
2015-02-01 17:46:00+00,15859,444,undock
2015-02-01 17:46:00+00,18389,435,undock
2015-02-01 17:46:00+00,21293,394,undock
2015-02-01 17:46:00+00,20328,438,undock
2015-02-01 17:46:00+00,15217,284,undock
2015-02-01 17:47:00+00,18058,332,dock
2015-02-01 17:47:00+00,18991,128,dock
2015-02-01 17:47:00+00,19406,537,dock
2015-02-01 17:47:00+00,18646,491,dock
2015-02-01 17:47:00+00,19409,435,dock
2015-02-01 17:47:00+00,17774,434,dock
2015-02-01 17:47:00+00,18634,291,dock
2015-02-01 17:47:00+00,14801,265,undock
2015-02-01 17:47:00+00,19186,291,undock
2015-02-01 17:47:00+00,15756,236,undock
2015-02-01 17:47:00+00,21280,342,undock
2015-02-01 17:47:00+00,15016,523,undock
2015-02-01 17:47:00+00,21051,137,undock
2015-02-01 17:47:00+00,19409,435,undock
2015-02-01 17:47:00+00,16969,281,undock
2015-02-01 17:48:00+00,16541,375,dock
2015-02-01 17:48:00+00,14760,497,dock
2015-02-01 17:48:00+00,15402,312,dock
2015-02-01 17:48:00+00,16600,328,dock
2015-02-01 17:48:00+00,17804,477,dock
2015-02-01 17:48:00+00,20527,438,dock
2015-02-01 17:48:00+00,20142,312,dock
2015-02-01 17:48:00+00,21456,334,undock
2015-02-01 17:48:00+00,15582,265,undock
2015-02-01 17:48:00+00,15433,439,undock
2015-02-01 17:48:00+00,19039,503,undock
2015-02-01 17:48:00+00,19244,441,undock
2015-02-01 17:48:00+00,15982,426,undock
2015-02-01 17:48:00+00,15443,336,undock
2015-02-01 17:48:00+00,19919,147,undock
2015-02-01 17:48:00+00,21185,382,undock
2015-02-01 17:48:00+00,15196,503,undock
2015-02-01 17:48:00+00,20582,324,undock
2015-02-01 17:48:00+00,16118,271,undock
2015-02-01 17:48:00+00,18042,291,undock
2015-02-01 17:48:00+00,20220,537,undock
2015-02-01 17:48:00+00,17943,503,undock
2015-02-01 17:48:00+00,17706,320,undock
2015-02-01 17:49:00+00,18125,266,dock
2015-02-01 17:49:00+00,21156,391,dock
2015-02-01 17:49:00+00,21251,330,dock
2015-02-01 17:49:00+00,17379,328,dock
2015-02-01 17:49:00+00,20730,153,dock
2015-02-01 17:49:00+00,20950,147,dock
2015-02-01 17:49:00+00,14778,521,dock
2015-02-01 17:49:00+00,19706,377,dock
2015-02-01 17:49:00+00,21055,460,undock
2015-02-01 17:49:00+00,18403,488,undock
2015-02-01 17:49:00+00,14703,489,undock
2015-02-01 17:49:00+00,17797,195,undock
2015-02-01 17:49:00+00,21175,522,undock
2015-02-01 17:49:00+00,16850,480,undock
2015-02-01 17:49:00+00,20836,504,undock
2015-02-01 17:49:00+00,17371,442,undock
2015-02-01 17:49:00+00,16243,265,undock
2015-02-01 17:49:00+00,17388,428,undock
2015-02-01 17:49:00+00,19826,453,undock
2015-02-01 17:50:00+00,16970,346,dock
2015-02-01 17:50:00+00,19073,380,dock
2015-02-01 17:50:00+00,16373,531,dock
2015-02-01 17:50:00+00,16808,487,dock
2015-02-01 17:50:00+00,16957,432,undock
2015-02-01 17:50:00+00,17703,502,undock
2015-02-01 17:50:00+00,18901,502,undock
2015-02-01 17:50:00+00,21540,251,undock
2015-02-01 17:50:00+00,20962,212,undock
2015-02-01 17:50:00+00,15524,488,undock
2015-02-01 17:50:00+00,18917,515,undock
2015-02-01 17:50:00+00,17903,368,undock
2015-02-01 17:50:00+00,14920,499,undock
2015-02-01 17:50:00+00,15253,462,undock
2015-02-01 17:50:00+00,20307,336,undock
2015-02-01 17:50:00+00,20553,531,undock
2015-02-01 17:50:00+00,18124,258,undock
2015-02-01 17:50:00+00,20901,236,undock
2015-02-01 17:50:00+00,16518,329,undock
2015-02-01 17:51:00+00,16520,444,dock
2015-02-01 17:51:00+00,19271,476,dock
2015-02-01 17:51:00+00,21080,383,dock
2015-02-01 17:51:00+00,15424,305,dock
2015-02-01 17:51:00+00,15409,537,dock
2015-02-01 17:51:00+00,18465,488,dock
2015-02-01 17:51:00+00,21500,237,dock
2015-02-01 17:51:00+00,14629,151,dock
2015-02-01 17:51:00+00,21297,304,dock
2015-02-01 17:51:00+00,17631,296,dock
2015-02-01 17:51:00+00,16606,358,dock
2015-02-01 17:51:00+00,19078,168,dock
2015-02-01 17:51:00+00,16969,538,dock
2015-02-01 17:51:00+00,17706,276,dock
2015-02-01 17:51:00+00,19826,116,dock
2015-02-01 17:51:00+00,15573,384,undock
2015-02-01 17:51:00+00,17042,2010,undock
2015-02-01 17:51:00+00,18130,279,undock
2015-02-01 17:51:00+00,20253,279,undock
2015-02-01 17:51:00+00,14633,439,undock
2015-02-01 17:51:00+00,17314,2022,undock
2015-02-01 17:51:00+00,17429,499,undock
2015-02-01 17:51:00+00,19058,406,undock
2015-02-01 17:51:00+00,18846,254,undock
2015-02-01 17:52:00+00,21129,329,dock
2015-02-01 17:52:00+00,19539,236,dock
2015-02-01 17:52:00+00,19181,238,dock
2015-02-01 17:52:00+00,21061,539,dock
2015-02-01 17:52:00+00,15217,459,dock
2015-02-01 17:52:00+00,17943,497,dock
2015-02-01 17:52:00+00,19837,499,undock
2015-02-01 17:52:00+00,19220,174,undock
2015-02-01 17:52:00+00,19352,250,undock
2015-02-01 17:52:00+00,20087,161,undock
2015-02-01 17:52:00+00,19217,509,undock
2015-02-01 17:52:00+00,15960,522,undock
2015-02-01 17:52:00+00,16606,358,undock
2015-02-01 17:52:00+00,17281,307,undock
2015-02-01 17:52:00+00,20663,329,undock
2015-02-01 17:52:00+00,19339,453,undock
2015-02-01 17:52:00+00,18852,453,undock
2015-02-01 17:52:00+00,14800,344,undock
2015-02-01 17:53:00+00,15549,212,dock
2015-02-01 17:53:00+00,14610,533,dock
2015-02-01 17:53:00+00,14897,515,dock
2015-02-01 17:53:00+00,20220,504,dock
2015-02-01 17:53:00+00,20901,504,dock
2015-02-01 17:53:00+00,15403,412,undock
2015-02-01 17:53:00+00,15949,537,undock
2015-02-01 17:53:00+00,20245,368,undock
2015-02-01 17:53:00+00,19935,368,undock
2015-02-01 17:53:00+00,17269,528,undock
2015-02-01 17:53:00+00,16574,263,undock
2015-02-01 17:53:00+00,18639,482,undock
2015-02-01 17:53:00+00,18553,426,undock
2015-02-01 17:53:00+00,16531,426,undock
2015-02-01 17:54:00+00,18899,264,dock
2015-02-01 17:54:00+00,17131,127,dock
2015-02-01 17:54:00+00,17048,368,dock
2015-02-01 17:54:00+00,17722,280,dock
2015-02-01 17:54:00+00,16285,318,dock
2015-02-01 17:54:00+00,16380,448,dock
2015-02-01 17:54:00+00,15888,404,dock
2015-02-01 17:54:00+00,19409,475,dock
2015-02-01 17:54:00+00,16118,258,dock
2015-02-01 17:54:00+00,18042,296,dock
2015-02-01 17:54:00+00,18124,324,dock
2015-02-01 17:54:00+00,16518,417,dock
2015-02-01 17:54:00+00,14736,504,undock
2015-02-01 17:54:00+00,15671,345,undock
2015-02-01 17:54:00+00,19607,538,undock
2015-02-01 17:54:00+00,17066,375,undock
2015-02-01 17:54:00+00,14726,150,undock
2015-02-01 17:54:00+00,16235,545,undock
2015-02-01 17:54:00+00,16254,545,undock
2015-02-01 17:54:00+00,21287,358,undock
2015-02-01 17:55:00+00,15082,526,dock
2015-02-01 17:55:00+00,18000,441,dock
2015-02-01 17:55:00+00,19239,497,dock
2015-02-01 17:55:00+00,15494,472,dock
2015-02-01 17:55:00+00,19718,486,dock
2015-02-01 17:55:00+00,20780,382,dock
2015-02-01 17:55:00+00,21456,497,dock
2015-02-01 17:55:00+00,15196,284,dock
2015-02-01 17:55:00+00,20582,366,dock
2015-02-01 17:55:00+00,17371,435,dock
2015-02-01 17:55:00+00,16243,368,dock
2015-02-01 17:55:00+00,17388,368,dock
2015-02-01 17:55:00+00,18846,496,dock
2015-02-01 17:55:00+00,14800,396,dock
2015-02-01 17:55:00+00,16531,147,dock
2015-02-01 17:55:00+00,16427,72,undock
2015-02-01 17:55:00+00,19785,300,undock
2015-02-01 17:55:00+00,20772,2021,undock
2015-02-01 17:55:00+00,18267,147,undock
2015-02-01 17:55:00+00,15475,496,undock
2015-02-01 17:56:00+00,21185,445,dock
2015-02-01 17:56:00+00,20553,348,dock
2015-02-01 17:56:00+00,15475,496,dock
2015-02-01 17:56:00+00,16797,2021,undock
2015-02-01 17:56:00+00,20601,335,undock
2015-02-01 17:56:00+00,16091,502,undock
2015-02-01 17:56:00+00,19665,375,undock
2015-02-01 17:56:00+00,18146,325,undock
2015-02-01 17:56:00+00,16436,285,undock
2015-02-01 17:56:00+00,18048,466,undock
2015-02-01 17:56:00+00,15678,435,undock
2015-02-01 17:56:00+00,14910,412,undock
2015-02-01 17:56:00+00,17541,523,undock
2015-02-01 17:56:00+00,20275,498,undock
2015-02-01 17:56:00+00,17418,490,undock
2015-02-01 17:56:00+00,18645,446,undock
2015-02-01 17:56:00+00,14692,380,undock
2015-02-01 17:57:00+00,17320,467,dock
2015-02-01 17:57:00+00,16528,224,dock
2015-02-01 17:57:00+00,21273,411,dock
2015-02-01 17:57:00+00,15230,480,dock
2015-02-01 17:57:00+00,18667,480,dock
2015-02-01 17:57:00+00,20328,335,dock
2015-02-01 17:57:00+00,15016,440,dock
2015-02-01 17:57:00+00,21051,318,dock
2015-02-01 17:57:00+00,19919,415,dock
2015-02-01 17:57:00+00,20836,527,dock
2015-02-01 17:57:00+00,18852,489,dock
2015-02-01 17:57:00+00,18639,212,dock
2015-02-01 17:57:00+00,18553,329,dock
2015-02-01 17:57:00+00,21287,284,dock
2015-02-01 17:57:00+00,16099,317,undock
2015-02-01 17:57:00+00,19046,355,undock
2015-02-01 17:57:00+00,20328,335,undock
2015-02-01 17:57:00+00,18669,261,undock
2015-02-01 17:57:00+00,15130,448,undock
2015-02-01 17:57:00+00,14918,128,undock
2015-02-01 17:57:00+00,17648,314,undock
2015-02-01 17:57:00+00,20801,379,undock
2015-02-01 17:57:00+00,15495,492,undock
2015-02-01 17:57:00+00,19921,494,undock
2015-02-01 17:57:00+00,17722,280,undock
2015-02-01 17:57:00+00,14866,164,undock
2015-02-01 17:57:00+00,16380,448,undock
2015-02-01 17:57:00+00,17856,537,undock
2015-02-01 17:57:00+00,19500,265,undock
2015-02-01 17:58:00+00,21293,223,dock
2015-02-01 17:58:00+00,15443,537,dock
2015-02-01 17:58:00+00,16850,450,dock
2015-02-01 17:58:00+00,17903,405,dock
2015-02-01 17:58:00+00,14920,449,dock
2015-02-01 17:58:00+00,15253,435,dock
2015-02-01 17:58:00+00,20307,432,dock
2015-02-01 17:58:00+00,17429,522,dock
2015-02-01 17:58:00+00,19339,489,dock
2015-02-01 17:58:00+00,16574,263,dock
2015-02-01 17:58:00+00,16254,174,dock
2015-02-01 17:58:00+00,14692,358,dock
2015-02-01 17:58:00+00,18727,486,undock
2015-02-01 17:58:00+00,21433,478,undock
2015-02-01 17:58:00+00,18614,325,undock
2015-02-01 17:58:00+00,16356,164,undock
2015-02-01 17:58:00+00,20069,285,undock
2015-02-01 17:58:00+00,21293,223,undock
2015-02-01 17:58:00+00,15941,527,undock
2015-02-01 17:58:00+00,20160,527,undock
2015-02-01 17:58:00+00,19078,168,undock
2015-02-01 17:58:00+00,15158,470,undock
2015-02-01 17:58:00+00,16425,410,undock
2015-02-01 17:58:00+00,21185,445,undock
2015-02-01 17:58:00+00,21028,518,undock
2015-02-01 17:58:00+00,15005,495,undock
2015-02-01 17:58:00+00,20702,2012,undock
2015-02-01 17:59:00+00,17168,480,dock
2015-02-01 17:59:00+00,21230,518,dock
2015-02-01 17:59:00+00,15932,494,dock
2015-02-01 17:59:00+00,15859,404,dock
2015-02-01 17:59:00+00,18389,509,dock
2015-02-01 17:59:00+00,21280,412,dock
2015-02-01 17:59:00+00,19058,418,dock
2015-02-01 17:59:00+00,20663,2008,dock
2015-02-01 17:59:00+00,19500,401,dock
2015-02-01 17:59:00+00,15312,498,undock
2015-02-01 17:59:00+00,18343,504,undock
2015-02-01 17:59:00+00,14665,401,undock
2015-02-01 17:59:00+00,17957,237,undock
2015-02-01 17:59:00+00,17318,281,undock
2015-02-01 17:59:00+00,18295,281,undock
2015-02-01 17:59:00+00,18389,509,undock
2015-02-01 17:59:00+00,17643,307,undock
2015-02-01 17:59:00+00,16599,439,undock
2015-02-01 17:59:00+00,18858,325,undock
2015-02-01 17:59:00+00,21075,502,undock
2015-02-01 17:59:00+00,18647,127,undock
2015-02-01 17:59:00+00,16237,498,undock
2015-02-01 17:59:00+00,14805,478,undock
2015-02-01 17:59:00+00,18003,448,undock
2015-02-01 17:59:00+00,19560,168,undock
2015-02-01 18:00:00+00,17486,311,dock
2015-02-01 18:00:00+00,17772,475,dock
2015-02-01 18:00:00+00,15982,229,dock
2015-02-01 18:00:00+00,17797,331,dock
2015-02-01 18:00:00+00,21175,546,dock
2015-02-01 18:00:00+00,18917,457,dock
2015-02-01 18:00:00+00,17314,468,dock
2015-02-01 18:00:00+00,18645,509,dock
2015-02-01 18:00:00+00,17365,450,undock
2015-02-01 18:00:00+00,15100,513,undock
2015-02-01 18:00:00+00,20595,490,undock
2015-02-01 18:00:00+00,15443,537,undock
2015-02-01 18:00:00+00,15687,151,undock
2015-02-01 18:00:00+00,15466,127,undock
2015-02-01 18:00:00+00,18737,445,undock
2015-02-01 18:00:00+00,18415,382,undock
2015-02-01 18:00:00+00,19910,380,undock
2015-02-01 18:01:00+00,17974,254,dock
2015-02-01 18:01:00+00,15524,482,dock
2015-02-01 18:01:00+00,14633,435,dock
2015-02-01 18:01:00+00,20087,511,dock
2015-02-01 18:01:00+00,16606,426,dock
2015-02-01 18:01:00+00,17281,236,dock
2015-02-01 18:01:00+00,16235,394,dock
2015-02-01 18:01:00+00,20772,468,dock
2015-02-01 18:01:00+00,18267,328,dock
2015-02-01 18:01:00+00,17541,450,dock
2015-02-01 18:01:00+00,17418,446,dock
2015-02-01 18:01:00+00,19910,358,dock
2015-02-01 18:01:00+00,17974,254,undock
2015-02-01 18:01:00+00,14833,528,undock
2015-02-01 18:01:00+00,19406,537,undock
2015-02-01 18:01:00+00,21323,412,undock
2015-02-01 18:01:00+00,20993,168,undock
2015-02-01 18:01:00+00,17575,473,undock
2015-02-01 18:01:00+00,17445,426,undock
2015-02-01 18:01:00+00,20333,470,undock
2015-02-01 18:01:00+00,17314,468,undock
2015-02-01 18:01:00+00,16863,504,undock
2015-02-01 18:01:00+00,18472,442,undock
2015-02-01 18:01:00+00,16709,330,undock
2015-02-01 18:02:00+00,15799,462,dock
2015-02-01 18:02:00+00,15756,152,dock
2015-02-01 18:02:00+00,21540,301,dock
2015-02-01 18:02:00+00,20962,461,dock
2015-02-01 18:02:00+00,18130,249,dock
2015-02-01 18:02:00+00,20253,249,dock
2015-02-01 18:02:00+00,19217,382,dock
2015-02-01 18:02:00+00,15960,468,dock
2015-02-01 18:02:00+00,14726,250,dock
2015-02-01 18:02:00+00,19785,317,dock
2015-02-01 18:02:00+00,20275,527,dock
2015-02-01 18:02:00+00,16380,490,dock
2015-02-01 18:02:00+00,17856,285,dock
2015-02-01 18:02:00+00,19560,496,dock
2015-02-01 18:02:00+00,19785,317,undock
2015-02-01 18:02:00+00,17746,445,undock
2015-02-01 18:02:00+00,20040,268,undock
2015-02-01 18:02:00+00,17573,242,undock
2015-02-01 18:02:00+00,17108,147,undock
2015-02-01 18:02:00+00,16983,379,undock
2015-02-01 18:02:00+00,15926,236,undock
2015-02-01 18:02:00+00,20358,485,undock
2015-02-01 18:03:00+00,16994,284,dock
2015-02-01 18:03:00+00,17703,387,dock
2015-02-01 18:03:00+00,18901,387,dock
2015-02-01 18:03:00+00,19352,296,dock
2015-02-01 18:03:00+00,17066,306,dock
2015-02-01 18:03:00+00,16427,529,dock
2015-02-01 18:03:00+00,15495,498,dock
2015-02-01 18:03:00+00,19921,486,dock
2015-02-01 18:03:00+00,17722,432,dock
2015-02-01 18:03:00+00,14866,464,dock
2015-02-01 18:03:00+00,20702,487,dock
2015-02-01 18:03:00+00,20078,490,undock
2015-02-01 18:03:00+00,19700,281,undock
2015-02-01 18:03:00+00,15232,281,undock
2015-02-01 18:03:00+00,19762,528,undock
2015-02-01 18:03:00+00,16526,242,undock
2015-02-01 18:03:00+00,17965,151,undock
2015-02-01 18:03:00+00,18917,457,undock
2015-02-01 18:03:00+00,19366,428,undock
2015-02-01 18:03:00+00,19542,147,undock
2015-02-01 18:03:00+00,21605,168,undock
2015-02-01 18:04:00+00,15676,439,dock
2015-02-01 18:04:00+00,19186,174,dock
2015-02-01 18:04:00+00,14703,251,dock
2015-02-01 18:04:00+00,18048,174,dock
2015-02-01 18:04:00+00,14910,401,dock
2015-02-01 18:04:00+00,21185,461,dock
2015-02-01 18:04:00+00,21028,367,dock
2015-02-01 18:04:00+00,15005,422,dock
2015-02-01 18:04:00+00,18003,490,dock
2015-02-01 18:04:00+00,18737,428,dock
2015-02-01 18:04:00+00,18415,284,dock
2015-02-01 18:04:00+00,18472,168,dock
2015-02-01 18:04:00+00,16709,152,dock
2015-02-01 18:04:00+00,14832,380,undock
2015-02-01 18:04:00+00,16754,161,undock
2015-02-01 18:04:00+00,16449,432,undock
2015-02-01 18:04:00+00,21272,529,undock
2015-02-01 18:04:00+00,18990,285,undock
2015-02-01 18:04:00+00,14895,262,undock
2015-02-01 18:04:00+00,15676,439,undock
2015-02-01 18:05:00+00,16490,401,dock
2015-02-01 18:05:00+00,19220,290,dock
2015-02-01 18:05:00+00,17269,521,dock
2015-02-01 18:05:00+00,19607,444,dock
2015-02-01 18:05:00+00,16436,511,dock
2015-02-01 18:05:00+00,15678,483,dock
2015-02-01 18:05:00+00,20801,509,dock
2015-02-01 18:05:00+00,20160,526,dock
2015-02-01 18:05:00+00,19078,236,dock
2015-02-01 18:05:00+00,15158,382,dock
2015-02-01 18:05:00+00,16425,433,dock
2015-02-01 18:05:00+00,18647,116,dock
2015-02-01 18:05:00+00,16237,546,dock
2015-02-01 18:05:00+00,14805,458,dock
2015-02-01 18:05:00+00,15466,116,dock
2015-02-01 18:05:00+00,17314,2021,dock
2015-02-01 18:05:00+00,17903,405,undock
2015-02-01 18:05:00+00,19521,428,undock
2015-02-01 18:05:00+00,15275,405,undock
2015-02-01 18:05:00+00,20760,280,undock
2015-02-01 18:05:00+00,15887,280,undock
2015-02-01 18:05:00+00,18362,433,undock
2015-02-01 18:05:00+00,18791,251,undock
2015-02-01 18:05:00+00,16541,375,undock
2015-02-01 18:05:00+00,18199,79,undock
2015-02-01 18:05:00+00,19271,476,undock
2015-02-01 18:05:00+00,14946,528,undock
2015-02-01 18:05:00+00,19615,478,undock
2015-02-01 18:05:00+00,19728,471,undock
2015-02-01 18:05:00+00,21108,479,undock
2015-02-01 18:06:00+00,19244,485,dock
2015-02-01 18:06:00+00,16957,405,dock
2015-02-01 18:06:00+00,19837,305,dock
2015-02-01 18:06:00+00,17648,467,dock
2015-02-01 18:06:00+00,21293,229,dock
2015-02-01 18:06:00+00,15941,237,dock
2015-02-01 18:06:00+00,21075,394,dock
2015-02-01 18:06:00+00,16863,237,dock
2015-02-01 18:06:00+00,20358,444,dock
2015-02-01 18:06:00+00,21605,470,dock
2015-02-01 18:06:00+00,20637,3002,undock
2015-02-01 18:06:00+00,17997,161,undock
2015-02-01 18:06:00+00,15524,482,undock
2015-02-01 18:06:00+00,15196,284,undock
2015-02-01 18:06:00+00,21287,284,undock
2015-02-01 18:06:00+00,17737,496,undock
2015-02-01 18:06:00+00,18269,426,undock
2015-02-01 18:06:00+00,17734,435,undock
2015-02-01 18:07:00+00,14538,494,dock
2015-02-01 18:07:00+00,18851,2012,dock
2015-02-01 18:07:00+00,15671,489,dock
2015-02-01 18:07:00+00,18146,526,dock
2015-02-01 18:07:00+00,14918,483,dock
2015-02-01 18:07:00+00,20069,266,dock
2015-02-01 18:07:00+00,18858,446,dock
2015-02-01 18:07:00+00,19542,248,dock
2015-02-01 18:07:00+00,15676,301,dock
2015-02-01 18:07:00+00,20090,496,undock
2015-02-01 18:07:00+00,18776,173,undock
2015-02-01 18:07:00+00,18647,116,undock
2015-02-01 18:07:00+00,19632,391,undock
2015-02-01 18:07:00+00,15722,307,undock
2015-02-01 18:07:00+00,14633,435,undock
2015-02-01 18:08:00+00,15836,233,dock
2015-02-01 18:08:00+00,15140,317,dock
2015-02-01 18:08:00+00,19039,477,dock
2015-02-01 18:08:00+00,15130,404,dock
2015-02-01 18:08:00+00,17318,447,dock
2015-02-01 18:08:00+00,18295,447,dock
2015-02-01 18:08:00+00,17643,229,dock
2015-02-01 18:08:00+00,16599,307,dock
2015-02-01 18:08:00+00,20333,285,dock
2015-02-01 18:08:00+00,16983,546,dock
2015-02-01 18:08:00+00,15926,265,dock
2015-02-01 18:08:00+00,19366,251,dock
2015-02-01 18:08:00+00,14895,324,dock
2015-02-01 18:08:00+00,18851,2012,undock
2015-02-01 18:08:00+00,16486,147,undock
2015-02-01 18:08:00+00,21035,488,undock
2015-02-01 18:08:00+00,21518,311,undock
2015-02-01 18:08:00+00,15947,444,undock
2015-02-01 18:08:00+00,21347,247,undock
2015-02-01 18:08:00+00,15549,212,undock
2015-02-01 18:08:00+00,15946,223,undock
2015-02-01 18:08:00+00,21175,546,undock
2015-02-01 18:08:00+00,19023,391,undock
2015-02-01 18:08:00+00,20576,483,undock
2015-02-01 18:08:00+00,21439,430,undock
2015-02-01 18:08:00+00,14803,435,undock
2015-02-01 18:09:00+00,18614,128,dock
2015-02-01 18:09:00+00,16356,498,dock
2015-02-01 18:09:00+00,17957,476,dock
2015-02-01 18:09:00+00,18389,128,dock
2015-02-01 18:09:00+00,17965,410,dock
2015-02-01 18:09:00+00,18917,2006,dock
2015-02-01 18:09:00+00,18990,433,dock
2015-02-01 18:09:00+00,18269,329,dock
2015-02-01 18:09:00+00,17734,453,dock
2015-02-01 18:09:00+00,17005,297,undock
2015-02-01 18:09:00+00,19424,349,undock
2015-02-01 18:09:00+00,18991,128,undock
2015-02-01 18:09:00+00,20727,441,undock
2015-02-01 18:09:00+00,17580,528,undock
2015-02-01 18:09:00+00,16984,318,undock
2015-02-01 18:09:00+00,15585,237,undock
2015-02-01 18:09:00+00,20354,394,undock
2015-02-01 18:09:00+00,15127,472,undock
2015-02-01 18:10:00+00,20245,472,dock
2015-02-01 18:10:00+00,19935,472,dock
2015-02-01 18:10:00+00,19665,3002,dock
2015-02-01 18:10:00+00,14665,415,dock
2015-02-01 18:10:00+00,15687,308,dock
2015-02-01 18:10:00+00,17445,358,dock
2015-02-01 18:10:00+00,17108,328,dock
2015-02-01 18:10:00+00,21272,173,dock
2015-02-01 18:10:00+00,17737,345,dock
2015-02-01 18:10:00+00,17105,363,undock
2015-02-01 18:10:00+00,20955,345,undock
2015-02-01 18:10:00+00,17371,435,undock
2015-02-01 18:10:00+00,19352,296,undock
2015-02-01 18:10:00+00,17274,510,undock
2015-02-01 18:10:00+00,18190,263,undock
2015-02-01 18:10:00+00,19961,439,undock
2015-02-01 18:11:00+00,18089,457,dock
2015-02-01 18:11:00+00,14801,368,dock
2015-02-01 18:11:00+00,16091,295,dock
2015-02-01 18:11:00+00,18343,531,dock
2015-02-01 18:11:00+00,17575,238,dock
2015-02-01 18:11:00+00,17573,430,dock
2015-02-01 18:11:00+00,19728,389,dock
2015-02-01 18:11:00+00,21108,447,dock
2015-02-01 18:11:00+00,21446,369,undock
2015-02-01 18:11:00+00,18250,346,undock
2015-02-01 18:12:00+00,15433,368,dock
2015-02-01 18:12:00+00,20993,160,dock
2015-02-01 18:12:00+00,16449,335,dock
2015-02-01 18:12:00+00,14946,174,dock
2015-02-01 18:12:00+00,19615,490,dock
2015-02-01 18:12:00+00,14803,496,dock
2015-02-01 18:12:00+00,15127,528,dock
2015-02-01 18:12:00+00,19837,305,undock
2015-02-01 18:12:00+00,15391,375,undock
2015-02-01 18:12:00+00,20654,527,undock
2015-02-01 18:12:00+00,15495,498,undock
2015-02-01 18:12:00+00,16402,455,undock
2015-02-01 18:12:00+00,18174,161,undock
2015-02-01 18:12:00+00,19506,450,undock
2015-02-01 18:12:00+00,17537,520,undock
2015-02-01 18:12:00+00,16344,539,undock
2015-02-01 18:12:00+00,15958,168,undock
2015-02-01 18:12:00+00,15153,408,undock
2015-02-01 18:12:00+00,21605,470,undock
2015-02-01 18:12:00+00,19496,317,undock
2015-02-01 18:13:00+00,15949,380,dock
2015-02-01 18:13:00+00,21433,522,dock
2015-02-01 18:13:00+00,21323,392,dock
2015-02-01 18:13:00+00,20040,296,dock
2015-02-01 18:13:00+00,16526,430,dock
2015-02-01 18:13:00+00,16541,445,dock
2015-02-01 18:13:00+00,18199,127,dock
2015-02-01 18:13:00+00,19271,153,dock
2015-02-01 18:13:00+00,15196,382,dock
2015-02-01 18:13:00+00,21287,382,dock
2015-02-01 18:13:00+00,14633,280,dock
2015-02-01 18:13:00+00,21439,216,dock
2015-02-01 18:13:00+00,15792,237,undock
2015-02-01 18:13:00+00,21463,237,undock
2015-02-01 18:13:00+00,21483,444,undock
2015-02-01 18:13:00+00,15357,456,undock
2015-02-01 18:13:00+00,16225,375,undock
2015-02-01 18:13:00+00,19826,116,undock
2015-02-01 18:13:00+00,17086,328,undock
2015-02-01 18:13:00+00,20583,369,undock
2015-02-01 18:13:00+00,15140,317,undock
2015-02-01 18:13:00+00,17965,410,undock
2015-02-01 18:13:00+00,20268,403,undock
2015-02-01 18:14:00+00,17042,397,dock
2015-02-01 18:14:00+00,18669,320,dock
2015-02-01 18:14:00+00,16754,401,dock
2015-02-01 18:14:00+00,18791,285,dock
2015-02-01 18:14:00+00,18647,491,dock
2015-02-01 18:14:00+00,19632,398,dock
2015-02-01 18:14:00+00,15722,341,dock
2015-02-01 18:14:00+00,19023,398,dock
2015-02-01 18:14:00+00,20576,174,dock
2015-02-01 18:14:00+00,19961,161,dock
2015-02-01 18:14:00+00,17781,486,undock
2015-02-01 18:14:00+00,17383,265,undock
